Name,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1st Qtr H,2nd Qtr H,3rd Qtr H,4th Qtr H,1st Qtr A,2nd Qtr A,3rd Qtr A,4th Qtr A,Total H,Total A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score
ETwaun Moore,2,25,4,1,3,3,1,33.3,12,1,100,2,4,2,11,32:53,10,3,0,1,"JAN 24 2018",701,32,24,20,25,21,32,20,23,96,101,"DeRosa""""","Guthrie""""",Tiven,NEW,NOP,CHA,20.5
Anthony Davis,5,0,0,1,3,6,0,43.8,16,1,100,5,7,5,19,36:42,4,4,2,3,"JAN 24 2018",701,32,24,20,25,21,32,20,23,96,101,"DeRosa""""","Guthrie""""",Tiven,NEW,NOP,CHA,40
DeMarcus Cousins,4,40,5,8,4,13,2,50,10,1,57.1,7,5,12,16,29:59,-2,5,5,1,"JAN 24 2018",701,32,24,20,25,21,32,20,23,96,101,"DeRosa""""","Guthrie""""",Tiven,NEW,NOP,CHA,46.5
Jrue Holiday,3,0,3,1,2,5,0,53.3,15,1,75,4,8,4,19,34:18,12,4,1,0,"JAN 24 2018",701,32,24,20,25,21,32,20,23,96,101,"DeRosa""""","Guthrie""""",Tiven,NEW,NOP,CHA,29
Rajon Rondo,0,50,2,3,1,1,1,50,8,1,0,0,4,0,9,15:17,-1,5,1,0,"JAN 24 2018",701,32,24,20,25,21,32,20,23,96,101,"DeRosa""""","Guthrie""""",Tiven,NEW,NOP,CHA,19.5
Dante Cunningham,0,100,1,0,1,7,1,57.1,7,1,0,0,4,6,9,21:27,10,0,0,1,"JAN 24 2018",701,32,24,20,25,21,32,20,23,96,101,"DeRosa""""","Guthrie""""",Tiven,NEW,NOP,CHA,21
Darius Miller,0,40,5,0,2,3,2,42.9,7,1,0,0,3,2,8,31:06,6,2,0,0,"JAN 24 2018",701,32,24,20,25,21,32,20,23,96,101,"DeRosa""""","Guthrie""""",Tiven,NEW,NOP,CHA,18
Ian Clark,0,0,1,0,1,0,0,20,5,0,0,0,1,0,2,12:15,-5,1,0,0,"JAN 24 2018",701,32,24,20,25,21,32,20,23,96,101,"DeRosa""""","Guthrie""""",Tiven,NEW,NOP,CHA,3.5
Jameer Nelson,0,40,5,0,2,1,2,42.9,7,0,0,0,3,1,8,16:34,-7,2,0,0,"JAN 24 2018",701,32,24,20,25,21,32,20,23,96,101,"DeRosa""""","Guthrie""""",Tiven,NEW,NOP,CHA,16
DeAndre Liggins,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5:17,-3,0,1,0,"JAN 24 2018",701,32,24,20,25,21,32,20,23,96,101,"DeRosa""""","Guthrie""""",Tiven,NEW,NOP,CHA,3
Omer Asik,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,4:12,1,0,0,0,"JAN 24 2018",701,32,24,20,25,21,32,20,23,96,101,"DeRosa""""","Guthrie""""",Tiven,NEW,NOP,CHA,2
Cheick Diallo,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 24 2018",701,32,24,20,25,21,32,20,23,96,101,"DeRosa""""","Guthrie""""",Tiven,NEW,NOP,CHA,NA
Mike James,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 24 2018",701,32,24,20,25,21,32,20,23,96,101,"DeRosa""""","Guthrie""""",Tiven,NEW,NOP,CHA,NA
Michael KiddGilchrist,1,0,0,1,4,2,0,100,3,0,50,2,3,2,7,22:36,-1,0,0,1,"JAN 24 2018",701,32,24,20,25,21,32,20,23,96,101,"DeRosa""""","Guthrie""""",Tiven,NEW,NOP,CHA,10
Marvin Williams,1,20,5,2,6,14,1,42.9,14,3,50,2,6,11,14,35:37,5,0,1,1,"JAN 24 2018",701,32,24,20,25,21,32,20,23,96,101,"DeRosa""""","Guthrie""""",Tiven,NEW,NOP,CHA,33
Dwight Howard,4,0,0,2,3,16,0,56.3,16,3,57.1,7,9,13,22,36:46,-12,0,3,1,"JAN 24 2018",701,32,24,20,25,21,32,20,23,96,101,"DeRosa""""","Guthrie""""",Tiven,NEW,NOP,CHA,44
Nicolas Batum,2,50,2,1,2,3,1,25,8,1,50,4,2,2,7,30:23,-11,5,1,2,"JAN 24 2018",701,32,24,20,25,21,32,20,23,96,101,"DeRosa""""","Guthrie""""",Tiven,NEW,NOP,CHA,25.5
Kemba Walker,1,37.5,8,6,1,5,3,38.1,21,0,50,2,8,5,20,33:42,-6,7,1,0,"JAN 24 2018",701,32,24,20,25,21,32,20,23,96,101,"DeRosa""""","Guthrie""""",Tiven,NEW,NOP,CHA,37.5
Frank Kaminsky,7,100,1,2,1,5,1,66.7,6,2,58.3,12,4,3,16,20:59,2,1,0,0,"JAN 24 2018",701,32,24,20,25,21,32,20,23,96,101,"DeRosa""""","Guthrie""""",Tiven,NEW,NOP,CHA,15.5
Jeremy Lamb,0,0,2,0,0,2,0,36.4,11,0,0,0,4,2,8,23:54,0,2,0,0,"JAN 24 2018",701,32,24,20,25,21,32,20,23,96,101,"DeRosa""""","Guthrie""""",Tiven,NEW,NOP,CHA,13
Michael CarterWilliams,2,0,1,0,2,1,0,0,3,1,100,2,0,0,2,14:18,1,1,0,0,"JAN 24 2018",701,32,24,20,25,21,32,20,23,96,101,"DeRosa""""","Guthrie""""",Tiven,NEW,NOP,CHA,2.5
Treveon Graham,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,19:07,2,0,0,0,"JAN 24 2018",701,32,24,20,25,21,32,20,23,96,101,"DeRosa""""","Guthrie""""",Tiven,NEW,NOP,CHA,0
Johnny OBryant,0,0,1,0,3,1,0,0,1,0,0,0,0,1,0,2:38,-5,0,0,0,"JAN 24 2018",701,32,24,20,25,21,32,20,23,96,101,"DeRosa""""","Guthrie""""",Tiven,NEW,NOP,CHA,1
Dwayne Bacon,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 24 2018",701,32,24,20,25,21,32,20,23,96,101,"DeRosa""""","Guthrie""""",Tiven,NEW,NOP,CHA,NA
Malik Monk,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 24 2018",701,32,24,20,25,21,32,20,23,96,101,"DeRosa""""","Guthrie""""",Tiven,NEW,NOP,CHA,NA
Julyan Stone,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 24 2018",701,32,24,20,25,21,32,20,23,96,101,"DeRosa""""","Guthrie""""",Tiven,NEW,NOP,CHA,NA
Joe Ingles,0,42.9,7,1,1,1,3,50,10,0,0,0,5,1,13,36:01,7,7,0,2,"JAN 24 2018",702,24,19,22,24,24,25,15,25,95,98,"Mauer""""","Fraher""""",Acosta,UTAH,UTA,DET,35.5
Derrick Favors,0,0,0,2,3,10,0,36.4,11,3,0,0,4,7,8,24:25,0,0,3,4,"JAN 24 2018",702,24,19,22,24,24,25,15,25,95,98,"Mauer""""","Fraher""""",Acosta,UTAH,UTA,DET,37
Rudy Gobert,3,0,0,0,3,8,0,46.2,13,3,50,6,6,5,15,37:58,3,1,4,0,"JAN 24 2018",702,24,19,22,24,24,25,15,25,95,98,"Mauer""""","Fraher""""",Acosta,UTAH,UTA,DET,33.5
Donovan Mitchell,2,16.7,6,4,2,4,1,28.6,21,1,100,2,6,3,15,43:17,2,5,1,2,"JAN 24 2018",702,24,19,22,24,24,25,15,25,95,98,"Mauer""""","Fraher""""",Acosta,UTAH,UTA,DET,31.5
Ricky Rubio,2,33.3,3,3,2,10,1,50,8,1,100,2,4,9,11,37:29,7,5,0,1,"JAN 24 2018",702,24,19,22,24,24,25,15,25,95,98,"Mauer""""","Fraher""""",Acosta,UTAH,UTA,DET,28.5
Jonas Jerebko,0,25,4,2,2,2,1,22.2,9,0,0,0,2,2,5,17:24,-3,0,0,1,"JAN 24 2018",702,24,19,22,24,24,25,15,25,95,98,"Mauer""""","Fraher""""",Acosta,UTAH,UTA,DET,10
Alec Burks,3,0,1,2,1,2,0,50,6,0,75,4,3,2,9,15:06,2,1,0,0,"JAN 24 2018",702,24,19,22,24,24,25,15,25,95,98,"Mauer""""","Fraher""""",Acosta,UTAH,UTA,DET,7.5
Joe Johnson,0,25,4,0,0,3,1,55.6,9,1,0,0,5,2,11,26:03,6,3,0,0,"JAN 24 2018",702,24,19,22,24,24,25,15,25,95,98,"Mauer""""","Fraher""""",Acosta,UTAH,UTA,DET,20.5
Royce ONeale,2,25,4,0,0,2,1,16.7,6,0,100,2,1,2,5,16:49,-9,2,0,1,"JAN 24 2018",702,24,19,22,24,24,25,15,25,95,98,"Mauer""""","Fraher""""",Acosta,UTAH,UTA,DET,13
Raul Neto,0,100,2,0,1,2,2,66.7,3,0,0,0,2,2,6,10:29,0,0,1,0,"JAN 24 2018",702,24,19,22,24,24,25,15,25,95,98,"Mauer""""","Fraher""""",Acosta,UTAH,UTA,DET,15
Rodney Hood,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DND,NA,NA,NA,NA,"JAN 24 2018",702,24,19,22,24,24,25,15,25,95,98,"Mauer""""","Fraher""""",Acosta,UTAH,UTA,DET,NA
Ekpe Udoh,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 24 2018",702,24,19,22,24,24,25,15,25,95,98,"Mauer""""","Fraher""""",Acosta,UTAH,UTA,DET,NA
Stanley Johnson,0,14.3,7,2,3,5,1,25,12,1,0,0,3,4,7,38:56,-6,4,1,1,"JAN 24 2018",702,24,19,22,24,24,25,15,25,95,98,"Mauer""""","Fraher""""",Acosta,UTAH,UTA,DET,24
Tobias Harris,0,20,5,2,1,3,1,35.3,17,0,0,0,6,3,13,40:12,-9,2,0,1,"JAN 24 2018",702,24,19,22,24,24,25,15,25,95,98,"Mauer""""","Fraher""""",Acosta,UTAH,UTA,DET,22
Andre Drummond,8,0,1,5,4,24,0,64.7,17,8,66.7,12,11,16,30,39:28,-3,4,6,3,"JAN 24 2018",702,24,19,22,24,24,25,15,25,95,98,"Mauer""""","Fraher""""",Acosta,UTAH,UTA,DET,74
Avery Bradley,0,0,4,1,1,2,0,27.3,11,1,0,0,3,1,6,40:44,-7,0,0,2,"JAN 24 2018",702,24,19,22,24,24,25,15,25,95,98,"Mauer""""","Fraher""""",Acosta,UTAH,UTA,DET,13
Langston Galloway,0,33.3,3,0,0,2,1,28.6,7,1,0,0,2,1,5,20:23,-2,4,0,0,"JAN 24 2018",702,24,19,22,24,24,25,15,25,95,98,"Mauer""""","Fraher""""",Acosta,UTAH,UTA,DET,15
Ish Smith,1,33.3,3,2,3,2,1,35.3,17,1,33.3,3,6,1,14,32:32,-1,3,0,2,"JAN 24 2018",702,24,19,22,24,24,25,15,25,95,98,"Mauer""""","Fraher""""",Acosta,UTAH,UTA,DET,25.5
Luke Kennard,3,20,5,3,0,10,1,33.3,9,3,100,3,3,7,10,26:16,7,4,0,0,"JAN 24 2018",702,24,19,22,24,24,25,15,25,95,98,"Mauer""""","Fraher""""",Acosta,UTAH,UTA,DET,22
Boban Marjanovic,0,0,0,2,2,6,0,50,4,0,0,0,2,6,4,13:32,0,1,0,1,"JAN 24 2018",702,24,19,22,24,24,25,15,25,95,98,"Mauer""""","Fraher""""",Acosta,UTAH,UTA,DET,12.5
Anthony Tolliver,0,66.7,3,2,2,3,2,66.7,3,0,0,0,2,3,6,12:57,6,1,0,0,"JAN 24 2018",702,24,19,22,24,24,25,15,25,95,98,"Mauer""""","Fraher""""",Acosta,UTAH,UTA,DET,12.5
Reggie Bullock,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 24 2018",702,24,19,22,24,24,25,15,25,95,98,"Mauer""""","Fraher""""",Acosta,UTAH,UTA,DET,NA
Dwight Buycks,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 24 2018",702,24,19,22,24,24,25,15,25,95,98,"Mauer""""","Fraher""""",Acosta,UTAH,UTA,DET,NA
Henry Ellenson,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 24 2018",702,24,19,22,24,24,25,15,25,95,98,"Mauer""""","Fraher""""",Acosta,UTAH,UTA,DET,NA
Eric Moreland,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 24 2018",702,24,19,22,24,24,25,15,25,95,98,"Mauer""""","Fraher""""",Acosta,UTAH,UTA,DET,NA
TJ Warren,0,0,1,1,4,2,0,41.7,12,1,0,1,5,1,10,23:32,-30,0,1,1,"JAN 24 2018",703,18,26,21,36,32,31,36,17,116,101,"Stafford""""","Brown""""",Goldenberg,INDIANA,PHX,IND,17
Dragan Bender,0,0,3,0,3,4,0,0,3,0,0,0,0,4,0,23:07,-9,3,0,0,"JAN 24 2018",703,18,26,21,36,32,31,36,17,116,101,"Stafford""""","Brown""""",Goldenberg,INDIANA,PHX,IND,8.5
Tyson Chandler,0,0,0,4,4,0,0,100,1,0,0,0,1,0,2,10:05,-23,0,0,0,"JAN 24 2018",703,18,26,21,36,32,31,36,17,116,101,"Stafford""""","Brown""""",Goldenberg,INDIANA,PHX,IND,-2
Devin Booker,9,0,4,3,1,6,0,31.3,16,2,100,9,5,4,19,25:58,-33,4,0,0,"JAN 24 2018",703,18,26,21,36,32,31,36,17,116,101,"Stafford""""","Brown""""",Goldenberg,INDIANA,PHX,IND,19
Tyler Ulis,0,33.3,3,0,2,1,1,33.3,6,0,0,1,2,1,5,20:46,1,3,0,0,"JAN 24 2018",703,18,26,21,36,32,31,36,17,116,101,"Stafford""""","Brown""""",Goldenberg,INDIANA,PHX,IND,12.5
Greg Monroe,2,0,0,3,3,17,0,63.6,11,5,66.7,3,7,12,16,29:21,-11,1,1,1,"JAN 24 2018",703,18,26,21,36,32,31,36,17,116,101,"Stafford""""","Brown""""",Goldenberg,INDIANA,PHX,IND,35.5
Isaiah Canaan,0,20,5,2,2,3,1,22.2,9,1,0,2,2,2,5,22:18,-10,4,0,0,"JAN 24 2018",703,18,26,21,36,32,31,36,17,116,101,"Stafford""""","Brown""""",Goldenberg,INDIANA,PHX,IND,14
Jared Dudley,0,0,2,0,1,2,0,33.3,3,0,0,0,1,2,2,20:26,-6,3,0,0,"JAN 24 2018",703,18,26,21,36,32,31,36,17,116,101,"Stafford""""","Brown""""",Goldenberg,INDIANA,PHX,IND,8.5
Josh Jackson,4,40,5,2,5,2,2,63.6,11,0,66.7,6,7,2,20,25:30,15,2,0,0,"JAN 24 2018",703,18,26,21,36,32,31,36,17,116,101,"Stafford""""","Brown""""",Goldenberg,INDIANA,PHX,IND,23
Troy Daniels,4,50,10,1,1,0,5,50,10,0,100,4,5,0,19,26:58,12,1,0,1,"JAN 24 2018",703,18,26,21,36,32,31,36,17,116,101,"Stafford""""","Brown""""",Goldenberg,INDIANA,PHX,IND,28.5
Alec Peters,3,0,2,0,0,5,0,0,2,1,100,3,0,4,3,12:00,19,1,0,0,"JAN 24 2018",703,18,26,21,36,32,31,36,17,116,101,"Stafford""""","Brown""""",Goldenberg,INDIANA,PHX,IND,6.5
Alex Len,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 24 2018",703,18,26,21,36,32,31,36,17,116,101,"Stafford""""","Brown""""",Goldenberg,INDIANA,PHX,IND,NA
Bojan Bogdanovic,2,60,5,2,4,7,3,66.7,9,0,50,4,6,7,17,31:51,24,3,0,1,"JAN 24 2018",703,18,26,21,36,32,31,36,17,116,101,"Stafford""""","Brown""""",Goldenberg,INDIANA,PHX,IND,33.5
Thaddeus Young,0,50,4,0,0,3,2,76.9,13,0,0,0,10,3,22,31:25,37,0,0,3,"JAN 24 2018",703,18,26,21,36,32,31,36,17,116,101,"Stafford""""","Brown""""",Goldenberg,INDIANA,PHX,IND,38
Domantas Sabonis,2,50,2,4,3,8,1,66.7,12,1,50,4,8,7,19,24:13,23,3,1,1,"JAN 24 2018",703,18,26,21,36,32,31,36,17,116,101,"Stafford""""","Brown""""",Goldenberg,INDIANA,PHX,IND,33.5
Victor Oladipo,7,33.3,6,1,3,4,2,54.5,11,1,100,7,6,3,21,32:59,35,9,0,3,"JAN 24 2018",703,18,26,21,36,32,31,36,17,116,101,"Stafford""""","Brown""""",Goldenberg,INDIANA,PHX,IND,43.5
Joe Young,0,0,2,3,1,2,0,42.9,7,0,0,0,3,2,6,33:39,2,2,0,2,"JAN 24 2018",703,18,26,21,36,32,31,36,17,116,101,"Stafford""""","Brown""""",Goldenberg,INDIANA,PHX,IND,14
Cory Joseph,2,0,1,1,2,3,0,33.3,9,0,100,2,3,3,8,32:39,-8,8,0,0,"JAN 24 2018",703,18,26,21,36,32,31,36,17,116,101,"Stafford""""","Brown""""",Goldenberg,INDIANA,PHX,IND,20
Lance Stephenson,2,33.3,3,1,1,9,1,33.3,6,0,33.3,6,2,9,7,21:58,-13,4,2,1,"JAN 24 2018",703,18,26,21,36,32,31,36,17,116,101,"Stafford""""","Brown""""",Goldenberg,INDIANA,PHX,IND,30
Al Jefferson,2,0,0,0,6,2,0,50,8,1,100,2,4,1,10,20:44,7,2,0,0,"JAN 24 2018",703,18,26,21,36,32,31,36,17,116,101,"Stafford""""","Brown""""",Goldenberg,INDIANA,PHX,IND,13
TJ Leaf,0,0,0,0,1,1,0,50,2,0,0,0,1,1,2,4:36,-3,0,0,0,"JAN 24 2018",703,18,26,21,36,32,31,36,17,116,101,"Stafford""""","Brown""""",Goldenberg,INDIANA,PHX,IND,3
Alex Poythress,0,0,1,0,1,0,0,66.7,3,0,0,0,2,0,4,3:03,-15,0,0,0,"JAN 24 2018",703,18,26,21,36,32,31,36,17,116,101,"Stafford""""","Brown""""",Goldenberg,INDIANA,PHX,IND,4
Ben Moore,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2:54,-14,1,0,0,"JAN 24 2018",703,18,26,21,36,32,31,36,17,116,101,"Stafford""""","Brown""""",Goldenberg,INDIANA,PHX,IND,1.5
Ike Anigbogu,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 24 2018",703,18,26,21,36,32,31,36,17,116,101,"Stafford""""","Brown""""",Goldenberg,INDIANA,PHX,IND,NA
Justin Holiday,0,14.3,7,1,2,1,1,18.2,11,0,0,0,2,1,5,25:37,-24,1,0,0,"JAN 24 2018",704,16,25,26,34,25,30,30,30,115,101,"Callahan""""","Zielinski""""",Maddox,PHILADELPHIA,CHI,PHI,8.5
Lauri Markkanen,1,20,5,0,1,3,1,38.5,13,1,100,1,5,2,12,22:40,-34,2,0,0,"JAN 24 2018",704,16,25,26,34,25,30,30,30,115,101,"Callahan""""","Zielinski""""",Maddox,PHILADELPHIA,CHI,PHI,19
Robin Lopez,0,0,0,1,1,6,0,16.7,6,3,0,0,1,3,2,18:46,-26,0,1,1,"JAN 24 2018",704,16,25,26,34,25,30,30,30,115,101,"Callahan""""","Zielinski""""",Maddox,PHILADELPHIA,CHI,PHI,13
Zach LaVine,2,60,5,3,1,7,3,53.3,15,0,100,2,8,7,21,24:03,-5,3,0,1,"JAN 24 2018",704,16,25,26,34,25,30,30,30,115,101,"Callahan""""","Zielinski""""",Maddox,PHILADELPHIA,CHI,PHI,36.5
Jerian Grant,2,100,1,2,3,1,1,33.3,6,0,100,2,2,1,7,25:22,-22,3,0,1,"JAN 24 2018",704,16,25,26,34,25,30,30,30,115,101,"Callahan""""","Zielinski""""",Maddox,PHILADELPHIA,CHI,PHI,13.5
Denzel Valentine,2,16.7,6,1,4,3,1,22.2,9,0,100,2,2,3,7,23:45,-6,3,0,1,"JAN 24 2018",704,16,25,26,34,25,30,30,30,115,101,"Callahan""""","Zielinski""""",Maddox,PHILADELPHIA,CHI,PHI,16.5
Nikola Mirotic,3,25,8,0,0,3,2,33.3,15,0,100,3,5,3,15,25:45,12,0,0,0,"JAN 24 2018",704,16,25,26,34,25,30,30,30,115,101,"Callahan""""","Zielinski""""",Maddox,PHILADELPHIA,CHI,PHI,19
Ryan Arcidiacono,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,17:53,15,2,0,0,"JAN 24 2018",704,16,25,26,34,25,30,30,30,115,101,"Callahan""""","Zielinski""""",Maddox,PHILADELPHIA,CHI,PHI,3
Bobby Portis,5,50,2,0,1,11,1,66.7,12,5,83.3,6,8,6,22,25:20,20,2,0,3,"JAN 24 2018",704,16,25,26,34,25,30,30,30,115,101,"Callahan""""","Zielinski""""",Maddox,PHILADELPHIA,CHI,PHI,42
David Nwaba,3,100,1,1,2,5,1,75,4,1,50,6,3,4,10,21:36,-1,4,0,1,"JAN 24 2018",704,16,25,26,34,25,30,30,30,115,101,"Callahan""""","Zielinski""""",Maddox,PHILADELPHIA,CHI,PHI,22
Cristiano Felicio,0,0,0,1,0,2,0,0,1,0,0,0,0,2,0,3:29,0,0,0,0,"JAN 24 2018",704,16,25,26,34,25,30,30,30,115,101,"Callahan""""","Zielinski""""",Maddox,PHILADELPHIA,CHI,PHI,1
Paul Zipser,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3:29,0,0,1,0,"JAN 24 2018",704,16,25,26,34,25,30,30,30,115,101,"Callahan""""","Zielinski""""",Maddox,PHILADELPHIA,CHI,PHI,3
Quincy Pondexter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2:15,1,0,0,0,"JAN 24 2018",704,16,25,26,34,25,30,30,30,115,101,"Callahan""""","Zielinski""""",Maddox,PHILADELPHIA,CHI,PHI,0
Robert Covington,0,57.1,7,2,4,4,4,66.7,9,0,0,0,6,4,16,32:03,-1,5,2,1,"JAN 24 2018",704,16,25,26,34,25,30,30,30,115,101,"Callahan""""","Zielinski""""",Maddox,PHILADELPHIA,CHI,PHI,42.5
Dario Saric,5,80,5,2,0,10,4,66.7,9,1,100,5,6,9,21,27:58,31,2,0,1,"JAN 24 2018",704,16,25,26,34,25,30,30,30,115,101,"Callahan""""","Zielinski""""",Maddox,PHILADELPHIA,CHI,PHI,38
Joel Embiid,1,50,2,3,3,5,1,58.8,17,0,100,1,10,5,22,31:38,9,3,2,0,"JAN 24 2018",704,16,25,26,34,25,30,30,30,115,101,"Callahan""""","Zielinski""""",Maddox,PHILADELPHIA,CHI,PHI,35.5
Timothe LuwawuCabarrot,0,57.1,7,1,2,3,4,50,8,0,0,0,4,3,12,33:36,15,2,0,1,"JAN 24 2018",704,16,25,26,34,25,30,30,30,115,101,"Callahan""""","Zielinski""""",Maddox,PHILADELPHIA,CHI,PHI,28
Ben Simmons,7,0,0,6,4,17,0,40,15,3,70,10,6,14,19,38:47,18,14,2,0,"JAN 24 2018",704,16,25,26,34,25,30,30,30,115,101,"Callahan""""","Zielinski""""",Maddox,PHILADELPHIA,CHI,PHI,50
Justin Anderson,1,50,2,0,2,1,1,71.4,7,1,50,2,5,0,12,20:41,23,1,0,2,"JAN 24 2018",704,16,25,26,34,25,30,30,30,115,101,"Callahan""""","Zielinski""""",Maddox,PHILADELPHIA,CHI,PHI,21.5
Amir Johnson,0,100,1,0,1,1,1,50,2,0,0,0,1,1,3,11:53,11,1,1,1,"JAN 24 2018",704,16,25,26,34,25,30,30,30,115,101,"Callahan""""","Zielinski""""",Maddox,PHILADELPHIA,CHI,PHI,13.5
James Young,1,20,5,0,2,1,1,20,5,0,50,2,1,1,4,12:22,-12,0,0,0,"JAN 24 2018",704,16,25,26,34,25,30,30,30,115,101,"Callahan""""","Zielinski""""",Maddox,PHILADELPHIA,CHI,PHI,6
Trevor Booker,0,0,0,0,0,5,0,60,5,1,0,0,3,4,6,17:39,-16,1,0,0,"JAN 24 2018",704,16,25,26,34,25,30,30,30,115,101,"Callahan""""","Zielinski""""",Maddox,PHILADELPHIA,CHI,PHI,12.5
Larry Drew,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,9:13,-4,1,0,0,"JAN 24 2018",704,16,25,26,34,25,30,30,30,115,101,"Callahan""""","Zielinski""""",Maddox,PHILADELPHIA,CHI,PHI,1.5
Richaun Holmes,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,4:10,-4,1,0,0,"JAN 24 2018",704,16,25,26,34,25,30,30,30,115,101,"Callahan""""","Zielinski""""",Maddox,PHILADELPHIA,CHI,PHI,2.5
OG Anunoby,0,66.7,3,0,1,5,2,80,5,1,0,0,4,4,10,23:49,8,1,1,0,"JAN 24 2018",705,28,30,27,23,16,24,25,28,93,108,"Adams""""","Collins""""",Taylor,TORONTO,TOR,ATL,23.5
Serge Ibaka,2,50,4,1,4,3,2,44.4,9,1,100,2,4,2,12,24:16,17,2,1,1,"JAN 24 2018",705,28,30,27,23,16,24,25,28,93,108,"Adams""""","Collins""""",Taylor,TORONTO,TOR,ATL,25
Jonas Valanciunas,2,0,1,1,3,13,0,50,14,4,66.7,3,7,9,16,24:06,19,3,3,1,"JAN 24 2018",705,28,30,27,23,16,24,25,28,93,108,"Adams""""","Collins""""",Taylor,TORONTO,TOR,ATL,42.5
DeMar DeRozan,5,50,2,3,1,3,1,33.3,12,1,83.3,6,4,2,14,26:57,11,4,0,1,"JAN 24 2018",705,28,30,27,23,16,24,25,28,93,108,"Adams""""","Collins""""",Taylor,TORONTO,TOR,ATL,20
Kyle Lowry,0,33.3,9,4,1,5,3,30,10,1,0,1,3,4,9,27:54,16,4,1,1,"JAN 24 2018",705,28,30,27,23,16,24,25,28,93,108,"Adams""""","Collins""""",Taylor,TORONTO,TOR,ATL,28
CJ Miles,1,50,4,0,3,0,2,37.5,8,0,50,2,3,0,9,15:07,8,1,0,0,"JAN 24 2018",705,28,30,27,23,16,24,25,28,93,108,"Adams""""","Collins""""",Taylor,TORONTO,TOR,ATL,13.5
Jakob Poeltl,0,0,0,3,3,5,0,42.9,7,2,0,0,3,3,6,17:33,11,0,2,1,"JAN 24 2018",705,28,30,27,23,16,24,25,28,93,108,"Adams""""","Collins""""",Taylor,TORONTO,TOR,ATL,17
Delon Wright,3,0,1,1,0,4,0,25,4,0,75,4,1,4,5,18:15,2,2,0,1,"JAN 24 2018",705,28,30,27,23,16,24,25,28,93,108,"Adams""""","Collins""""",Taylor,TORONTO,TOR,ATL,11
Pascal Siakam,0,0,2,1,2,4,0,60,5,1,0,2,3,3,6,20:18,6,1,1,1,"JAN 24 2018",705,28,30,27,23,16,24,25,28,93,108,"Adams""""","Collins""""",Taylor,TORONTO,TOR,ATL,16.5
Fred VanVleet,3,66.7,6,0,2,7,4,66.7,9,1,100,3,6,6,19,18:28,13,5,3,2,"JAN 24 2018",705,28,30,27,23,16,24,25,28,93,108,"Adams""""","Collins""""",Taylor,TORONTO,TOR,ATL,53.5
Norman Powell,0,0,1,1,2,1,0,0,2,0,0,0,0,1,0,11:04,-8,2,0,1,"JAN 24 2018",705,28,30,27,23,16,24,25,28,93,108,"Adams""""","Collins""""",Taylor,TORONTO,TOR,ATL,6
